customer_id,first_name,last_name,full_name,email,phone,gender,age,date_of_birth,address_street,address_city,address_state,address_postal_code,address_country,segment,total_orders,total_spend,average_order_value,registration_date,last_purchase_date,is_active,email_verified,phone_verified,preferences_newsletter,preferences_sms_notifications,preferences_preferred_language,preferences_preferred_currency,metadata_source,metadata_created_at,metadata_updated_at,_source_file,_loaded_at
CUS-00000258,James,O'Brien,James O'Brien,james.o'brien459@yahoo.com,+1-373-291-9810,F,21,2005-02-03,9127 River Ln,Chicago,IL,60601,USA,Gold,137,7657.08,3828.54,08-17-2021,2024-05-28,true,true,,false,true,,JPY,website,2021-08-17T00:00:00,2022-11-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000259,Carlos,Kim,Carlos Kim,carlos.kim495@outlook.com,747.645.8231,Prefer not to say,52,1974-02-11,2965 Forest Dr,Toronto,ON,M5V 2H1,Canada,bronze,126,-32591.84,,10-22-2022,2026-03-10,no,true,,true,true,,EUR,partner,2022-10-22T00:00:00,2023-01-30T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000260,James,Brown,James Brown,,(840) 136-9083,Prefer not to say,,,3205 Main Ave,Chicago,IL,60601,USA,Silver,67,10580.49,881.71,2019-10-26T00:00:00,2021-12-21,yes,true,false,false,false,es,JPY,,2019-10-26T00:00:00,2020-09-15T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000261,Elizabeth,Smith,Elizabeth Smith,elizabeth.smith507@outlook.com,461.150.7232,,71,1955-02-16,3255 Lake Dr,Paris,,75001,France,Gold,51,3325.89,175.05,1604271600,2023-12-01,false,false,,false,true,,JPY,social_media,2020-11-02T00:00:00,2021-02-20T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000262,Susan,Kim,Susan Kim,susan.kim531@outlook.com,,"",63,1963-02-14,5007 River St,Toronto,ON,M5V 2H1,Canada,Gold,93,36453.57,775.61,2020-06-13,2025-04-22,true,false,false,false,true,zh,,website,2020-06-13T00:00:00,2020-07-09T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000263,Joseph,Miller,Joseph Miller,joseph.miller177@outlook.com,UNLISTED,Prefer not to say,34,1992-02-07,80 Lake Rd,New York,NY,10001,USA,VIP,6,6928.48,161.13,16/09/2020,2022-09-11,false,false,true,false,true,en,EUR,social_media,2020-09-16T00:00:00,2021-07-18T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000264,William,Davis,William Davis,william.davis769@yahoo.com,4819893733,,32,1994-02-06,5956 Forest Ave,Berlin,,10115,Germany,Platinum,136,21734.85,1671.91,1580079600,2024-08-03,0,false,false,false,true,fr,CAD,social_media,2020-01-27T00:00:00,2021-06-10T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000265,Mary,Anderson,Mary Anderson,mary.anderson599@gmail.com,9835273223,female,58,1968-02-13,6934 Elm Blvd,Chicago,IL,60601,USA,Bronze,66,22140.98,3163.0,06/02/2024,2024-11-19,yes,true,,false,true,ja,,,2024-02-06T00:00:00,2024-09-19T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000266,Richard,Garcia,Richard Garcia,richard.garcia604@gmail.com,+1-641-346-1330,F,30,1996-02-06,4595 Park Dr,Berlin,,10115,Germany,VIP,143,45723.26,1344.8,2024-08-14,2025-11-23,1,false,true,false,true,en,EUR,referral,2024-08-14T00:00:00,2025-06-21T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000267,Ahmed,Davis,Ahmed Davis,ahmed.davis305@company.com,(452) 361-3171,F,84,1942-02-19,4902 Park Blvd,Amsterdam,,1012 AB,Netherlands,Bronze,158,29543.98,1231.0,02/11/2024,2025-12-04,false,true,,true,false,de,USD,,2024-11-02T00:00:00,2025-09-26T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000268,Patricia,Chen,Patricia Chen,patricia.chen418@gmail.com,(547) 928-2052,FEMALE,27,1999-02-05,3569 Forest Blvd,Amsterdam,,1012 AB,Netherlands,Bronze,200,41013.84,1323.03,2018-12-08,2022-01-07,true,false,true,false,false,en,JPY,,2018-12-08T00:00:00,2019-05-06T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000269,Barbara,Anderson,Barbara Anderson,barbara.anderson861@mail.com,(381) 106-3145,FEMALE,58,1968-02-13,6498 Main Ave,Toronto,ON,M5V 2H1,Canada,VIP,167,37251.57,745.03,2023-07-18,2023-11-08,1,true,,true,false,de,CAD,,2023-07-18T00:00:00,2024-03-09T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000270,Yuki,Wang,Yuki Wang,yuki.wang641@outlook.com,+1-754-617-2577,F,39,1987-02-08,2848 Main Dr,Berlin,,10115,Germany,Silver,190,5072.47,390.19,2019-02-15,2019-09-04,yes,true,,false,true,de,,website,2019-02-15T00:00:00,2019-06-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000271,Sarah,O'Brien,Sarah O'Brien,sarah.o'brien665@gmail.com,+1-212-577-9360,F,76,1950-02-17,4408 River St,New York,NY,10001,USA,silver,168,34952.53,812.85,1639868400,2024-08-15,0,true,true,true,false,en,AUD,referral,2021-12-19T00:00:00,2022-01-29T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000272,Carlos,Brown,Carlos Brown,carlos.brown772@mail.com,3177144048,F,36,1990-02-07,9579 River Blvd,Tokyo,,100-0001,Japan,Bronze,28,34233.55,3803.73,2023-08-04T00:00:00,2026-05-26,yes,false,,true,true,fr,GBP,social_media,2023-08-04T00:00:00,2023-11-18T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000273,Joseph,Brown,Joseph Brown,joseph.brown558@yahoo.com,5094047405,M,30,1996-02-06,1676 River Ave,Chicago,IL,60601,USA,Platinum,76,14878.0,450.85,18/07/2023,2026-02-08,false,false,,false,true,de,GBP,social_media,2023-07-18T00:00:00,2023-07-31T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000274,Ahmed,Rodriguez,Ahmed Rodriguez,ahmed.rodriguez321@company.com,UNLISTED,M,32,1994-02-06,7907 Main Blvd,Amsterdam,,1012 AB,Netherlands,Platinum,85,3983.96,102.15,22/07/2020,2024-09-28,1,true,true,false,true,de,CAD,,2020-07-22T00:00:00,2020-10-04T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000275,Christopher,Brown,Christopher Brown,christopher.brown557@gmail.com,657.813.7561,Male,75,1951-02-17,5173 Elm Ave,Sydney,NSW,2000,Australia,VIP,28,26055.96,814.25,2023-11-24,2028-11-28,false,false,,false,false,de,GBP,partner,2023-11-24T00:00:00,2024-12-05T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000276,Patricia,Patel,Patricia Patel,N/A,+1-278-604-4461,Other,71,1955-02-16,6726 Park Blvd,Chicago,IL,60601,USA,Platinum,144,17652.34,534.92,2024-09-08,2028-11-28,false,true,,true,false,ja,EUR,,2024-09-08T00:00:00,2024-10-02T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000277,Patricia,Miller,Patricia Miller,patricia.miller512@gmail.com,631.223.4966,female,63,1963-02-14,8453 River Dr,Paris,,75001,France,BRONZE,58,34477.89,1567.18,2024-06-27T00:00:00,2028-04-04,false,true,true,false,false,zh,EUR,partner,2024-06-27T00:00:00,2025-05-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000278,Robert,Jones,Robert Jones,robert.jones796@outlook.com,(530) 671-2093,"",30,1996-02-06,9091 Lake Rd,Los Angeles,CA,90001,USA,SILVER,60,34825.86,4975.12,01-17-2020,2021-07-04,yes,true,true,true,true,,,social_media,2020-01-17T00:00:00,2020-11-18T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000279,Richard,Silva,Richard Silva,richard.silva794@outlook.com,9192108551,FEMALE,72,1954-02-16,2230 Oak Blvd,London,,SW1A 1AA,United Kingdom,Bronze,169,3373.8,224.92,09-08-2021,2024-04-28,true,true,false,true,true,zh,EUR,,2021-09-08T00:00:00,2022-11-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000280,William,Brown,William Brown,william.brown538@mail.com,+1-621-789-5024,female,53,1973-02-11,120 Lake Blvd,Paris,,75001,France,Gold,106,27659.71,1202.6,2021-04-03,2024-12-31,false,false,,true,false,de,GBP,website,2021-04-03T00:00:00,2022-02-10T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000281,Fatima,O'Brien,Fatima O'Brien,fatima.o'brien106@outlook.com,,Other,41,1985-02-08,2875 Main Ln,Chicago,IL,60601,USA,Bronze,45,3576.43,223.53,2022-04-29T00:00:00,2024-02-12,yes,false,false,false,true,,EUR,partner,2022-04-29T00:00:00,2022-10-23T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000282,Linda,Davis,Linda Davis,linda.davis393@mail.com,UNLISTED,F,84,1942-02-19,3902 Lake Ave,Chicago,IL,60601,USA,Bronze,121,25643.75,1068.49,2021-04-19,2022-06-05,yes,false,,false,true,ja,JPY,referral,2021-04-19T00:00:00,2022-06-08T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000283,Elizabeth,Garcia,Elizabeth Garcia,elizabeth.garcia256@outlook.com,(221) 560-5407,Other,72,1954-02-16,6914 Lake Rd,Toronto,ON,M5V 2H1,Canada,VIP,54,43962.94,2093.47,1699830000,2026-12-16,false,false,false,false,true,fr,JPY,website,2023-11-13T00:00:00,2024-12-27T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000284,Sarah,Silva,Sarah Silva,sarah.silva5@yahoo.com,8824869459,MALE,20,2006-02-03,9573 Main St,Tokyo,,100-0001,Japan,VIP,67,22876.41,571.91,2023-01-18T00:00:00,2026-12-22,false,true,true,true,false,,CAD,social_media,2023-01-18T00:00:00,2023-03-11T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000285,David,Kim,David Kim,david.kim850@company.com,(632) 120-2571,Male,53,1973-02-11,5491 Hill Blvd,Paris,,75001,France,Gold,182,21775.12,588.52,29/04/2020,2025-10-19,no,false,false,true,true,,CAD,,2020-04-29T00:00:00,2021-08-03T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000286,William,Garcia,William Garcia,william.garcia446@mail.com,,male,49,1977-02-10,9388 Park Ln,Berlin,,10115,Germany,Platinum,105,43733.49,1214.82,2023-07-03,2023-11-26,yes,true,false,false,true,en,CAD,website,2023-07-03T00:00:00,2023-07-14T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000287,Carlos,Williams,Carlos Williams,carlos.williams450@yahoo.com,3509899023,male,72,1954-02-16,4609 Park Ln,Berlin,,10115,Germany,PLATINUM,153,10850.93,638.29,2023-11-18T00:00:00,2029-03-07,yes,true,true,true,true,zh,EUR,mobile_app,2023-11-18T00:00:00,2024-03-10T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000288,Barbara,Mueller,Barbara Mueller,barbara.mueller91@company.com,(657) 408-5586,male,80,1946-02-18,8124 River Dr,Tokyo,,100-0001,Japan,Platinum,70,2104.95,47.84,09-30-2020,2025-11-16,false,false,,false,true,ja,GBP,mobile_app,2020-09-30T00:00:00,2021-05-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000289,Marie,Mueller,Marie Mueller,marie.mueller900@outlook.com,2239878864,Other,44,1982-02-09,954 Main Ln,Sydney,NSW,2000,Australia,Bronze,184,10026.08,3342.03,1640214000,2024-08-13,1,true,false,false,false,fr,CAD,partner,2021-12-23T00:00:00,2022-03-09T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000290,Linda,Martinez,Linda Martinez,linda.martinez352@outlook.com,+1-632-474-5030,Female,64,1962-02-14,1289 Hill Rd,Paris,,75001,France,Bronze,21,3980.13,663.36,1679785200,2024-12-15,false,false,,true,false,,GBP,social_media,2023-03-26T00:00:00,2023-10-30T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000291,John,Martinez,John Martinez,john.martinez482@outlook.com,,M,26,2000-02-05,3813 Park St,Chicago,IL,60601,USA,Gold,187,17187.52,1432.29,1520290800,2021-02-16,true,false,false,false,true,fr,GBP,social_media,2018-03-06T00:00:00,2019-02-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000292,Linda,Anderson,Linda Anderson,linda.anderson433@mail.com,(744) 497-7161,Other,150,1876-03-06,4301 Lake St,Toronto,ON,M5V 2H1,Canada,Bronze,5,25042.12,521.71,16/08/2024,2029-06-21,false,false,,true,false,en,AUD,,2024-08-16T00:00:00,2025-07-31T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000293,Hans,Tanaka,Hans Tanaka,hans.tanaka318@company.com,208.244.6821,Other,33,1993-02-06,5372 River Dr,Tokyo,,100-0001,Japan,VIP,159,47545.77,11886.44,1627336800,2023-08-12,1,true,true,false,false,fr,,partner,2021-07-27T00:00:00,2022-09-29T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000294,Liam,Brown,Liam Brown,liam.brown472@company.com,,"",65,1961-02-14,3968 Main Dr,Los Angeles,CA,90001,USA,Platinum,189,30354.68,4336.38,23/11/2020,2021-10-10,false,false,true,false,true,fr,USD,website,2020-11-23T00:00:00,2021-04-23T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000295,Marie,Kim,Marie Kim,marie.kim202@gmail.com,5031108369,MALE,58,1968-02-13,7081 Park Ln,Toronto,ON,M5V 2H1,Canada,Bronze,79,44405.57,2114.55,12-27-2018,2020-09-07,false,true,,true,true,de,AUD,partner,2018-12-27T00:00:00,2019-05-12T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000296,David,Jones,David Jones,david.jones427@gmail.com,UNLISTED,FEMALE,28,1998-02-05,5831 Hill Ave,Chicago,IL,60601,USA,Gold,167,20254.67,810.19,1571349600,2024-12-24,yes,true,true,true,false,de,AUD,,2019-10-18T00:00:00,2019-12-01T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000297,Marie,Smith,Marie Smith,marie.smith354@gmail.com,(332) 878-3173,,50,1976-02-11,7588 Oak Ave,Chicago,IL,60601,USA,Bronze,157,45647.81,1984.69,2018-05-05,2021-02-08,1,false,true,true,false,zh,AUD,,2018-05-05T00:00:00,2018-05-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000298,Hans,Jones,Hans Jones,william.brown538@mail.com,5679675922,Other,82,1944-02-19,8275 River Blvd,Paris,,75001,France,Platinum,101,17086.22,379.69,01-22-2023,2027-12-10,false,true,true,false,false,zh,,referral,2023-01-22T00:00:00,2023-08-30T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000299,Fatima,Jones,Fatima Jones,fatima.jones528@yahoo.com,UNLISTED,FEMALE,19,2007-02-03,9653 Lake Ln,Chicago,IL,60601,USA,vip,193,4454.8,153.61,2019-07-20,2020-08-19,true,true,,true,true,fr,USD,,2019-07-20T00:00:00,2020-07-27T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000300,William,Silva,William Silva,william.silva817@mail.com,5703386040,M,60,1966-02-13,6453 Forest St,Chicago,IL,60601,USA,Silver,143,47867.77,2815.75,1713218400,2024-08-09,yes,false,false,false,true,ja,EUR,referral,2024-04-16T00:00:00,2025-05-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000301,Yuki,Patel,Yuki Patel,yuki.patel894@yahoo.com,,,69,1957-02-15,3585 Forest Rd,Berlin,,10115,Germany,VIP,188,41598.57,2311.03,1665871200,2025-07-26,0,false,false,true,true,es,GBP,,2022-10-16T00:00:00,2023-01-26T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000302,John,Dubois,John Dubois,john.dubois919@outlook.com,,male,50,1976-02-11,6657 River Rd,Tokyo,,100-0001,Japan,Platinum,19,41959.57,839.19,10-03-2019,2023-03-23,yes,false,true,false,false,ja,AUD,social_media,2019-10-03T00:00:00,2020-02-01T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000303,Emma,Smith,Emma Smith,emma.smith580@gmail.com,(238) 187-6362,MALE,84,1942-02-19,808 Oak Ln,Toronto,ON,M5V 2H1,Canada,VIP,130,38626.05,12875.35,02-24-2021,2023-06-14,true,true,true,false,true,en,,referral,2021-02-24T00:00:00,2022-05-15T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000304,Linda,Mueller,Linda Mueller,linda.mueller384@yahoo.com,+1-306-454-6346,MALE,60,1966-02-13,4898 Oak St,Amsterdam,,1012 AB,Netherlands,Platinum,154,41243.54,916.52,27/11/2022,2025-09-07,0,false,false,true,false,zh,USD,mobile_app,2022-11-27T00:00:00,2023-01-09T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000305,Liam,Wang,Liam Wang,liam.wang740@outlook.com,(889) 609-8438,Other,18,2008-02-03,367 Forest Rd,Tokyo,,100-0001,Japan,Platinum,22,18570.49,431.87,1579302000,2021-08-30,false,true,false,false,false,fr,USD,mobile_app,2020-01-18T00:00:00,2020-11-06T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000306,Yuki,Rodriguez,Yuki Rodriguez,yuki.rodriguez99@outlook.com,UNLISTED,male,56,1970-02-12,3445 Lake Ave,Amsterdam,,1012 AB,Netherlands,Gold,197,18992.81,678.31,1683151200,2026-08-13,no,false,true,false,false,,AUD,mobile_app,2023-05-04T00:00:00,2024-09-01T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000307,Robert,Smith,Robert Smith,robert.smith273@mail.com,UNLISTED,Prefer not to say,48,1978-02-10,4300 Forest Ave,New York,NY,10001,USA,Bronze,45,23144.07,1006.26,03-26-2019,2022-09-04,no,false,false,false,true,es,GBP,referral,2019-03-26T00:00:00,2020-02-20T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000308,Marie,Dubois,Marie Dubois,marie.dubois98@outlook.com,UNLISTED,,37,1989-02-07,4301 Oak Ave,Amsterdam,,1012 AB,Netherlands,Platinum,106,24415.57,2219.6,10/11/2021,2024-02-25,false,false,false,true,false,en,JPY,website,2021-11-10T00:00:00,2022-03-18T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000309,Richard,O'Brien,Richard O'Brien,richard.o'brien649@company.com,2426304551,Male,62,1964-02-14,645 Oak Blvd,Paris,,75001,France,platinum,192,23100.9,7700.3,2022-03-08T00:00:00,2026-10-21,no,false,,true,false,ja,JPY,,2022-03-08T00:00:00,2023-01-07T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000310,Jennifer,Silva,Jennifer Silva,jennifer.silva322@outlook.com,5613028019,F,52,1974-02-11,3777 River St,London,,SW1A 1AA,United Kingdom,Gold,193,2321.5,178.58,1644966000,2025-02-13,true,true,false,true,true,ja,JPY,referral,2022-02-16T00:00:00,2022-05-11T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000311,Jessica,Martinez,Jessica Martinez,jessica.martinez233@mail.com,UNLISTED,female,83,1943-02-19,2974 Hill Ave,New York,NY,10001,USA,Silver,187,21875.8,705.67,1676156400,2025-04-20,1,true,true,false,false,ja,USD,website,2023-02-12T00:00:00,2024-04-01T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000312,Robert,Jones,Robert Jones,robert.jones816@yahoo.com,5419296015,Female,53,1973-02-11,1793 Oak Ln,Berlin,,10115,Germany,Gold,137,45739.94,1063.72,01-24-2023,2026-11-29,false,true,false,false,true,ja,USD,,2023-01-24T00:00:00,2023-07-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000313,Robert,Johnson,Robert Johnson,robert.johnson566@yahoo.com,7081825262,FEMALE,30,1996-02-06,2769 Park Blvd,Chicago,IL,60601,USA,Bronze,3,26135.27,2010.41,2019-11-11,2025-04-29,no,false,false,false,false,en,CAD,partner,2019-11-11T00:00:00,2019-11-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000314,Susan,Dubois,Susan Dubois,susan.dubois112@company.com,+1-818-482-1042,Prefer not to say,46,1980-02-10,2652 Hill Rd,Sydney,NSW,2000,Australia,Bronze,168,25831.47,1174.16,2019-08-27T00:00:00,2020-03-24,1,false,false,false,true,ja,AUD,website,2019-08-27T00:00:00,2020-03-19T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000315,Mary,Chen,Mary Chen,mary.chen624@yahoo.com,UNLISTED,FEMALE,36,1990-02-07,177 Forest Rd,New York,NY,10001,USA,vip,45,43175.65,5396.96,05-21-2019,2021-08-11,false,true,,true,false,zh,EUR,referral,2019-05-21T00:00:00,2020-09-19T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000316,Jennifer,Kim,Jennifer Kim,jennifer.kim144@gmail.com,726.110.3319,FEMALE,59,1967-02-13,5104 River Rd,Toronto,ON,M5V 2H1,Canada,VIP,97,-41967.84,,1596405600,2022-08-14,false,false,true,true,true,zh,USD,referral,2020-08-03T00:00:00,2020-08-27T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000317,Emma,Williams,Emma Williams,emma.williams933@yahoo.com,+1-850-696-8900,"",34,1992-02-07,6259 Main Rd,Sydney,NSW,2000,Australia,silver,24,20569.74,791.14,04-20-2018,2021-07-06,false,false,true,true,false,de,AUD,referral,2018-04-20T00:00:00,2018-06-18T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000318,Carlos,Patel,Carlos Patel,carlos.patel783@company.com,+1-262-109-7353,male,81,1945-02-18,5576 Oak St,Sydney,NSW,2000,Australia,Bronze,78,29028.2,829.38,08-26-2020,2024-09-19,true,false,,false,true,,USD,partner,2020-08-26T00:00:00,2020-10-12T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000319,Barbara,Kim,Barbara Kim,barbara.kim878@gmail.com,3072101839,MALE,76,1950-02-17,9448 Park Rd,Amsterdam,,1012 AB,Netherlands,Platinum,130,14532.0,660.55,04-21-2023,2025-11-20,true,true,,true,false,zh,JPY,partner,2023-04-21T00:00:00,2024-07-03T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000320,Barbara,Tanaka,Barbara Tanaka,barbara.tanaka864@gmail.com,6871348255,Other,46,1980-02-10,3011 Forest St,Sydney,NSW,2000,Australia,VIP,172,32730.01,5455.0,2022-12-04,2025-03-15,no,true,false,true,true,ja,AUD,social_media,2022-12-04T00:00:00,2023-03-02T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000321,Jennifer,Johnson,Jennifer Johnson,jennifer.johnson553@company.com,+1-437-297-4962,FEMALE,34,1992-02-07,8810 Hill Rd,Tokyo,,100-0001,Japan,Platinum,200,-35400.51,,23/04/2018,2021-09-27,1,true,true,false,true,de,CAD,website,2018-04-23T00:00:00,2018-05-09T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000322,Fatima,Kim,Fatima Kim,fatima.kim260@outlook.com,(309) 219-9524,MALE,79,1947-02-18,9022 Forest Dr,Toronto,ON,M5V 2H1,Canada,Gold,102,38018.63,19009.31,27/01/2018,2019-12-10,true,true,,true,true,en,EUR,website,2018-01-27T00:00:00,2019-05-11T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000323,Jessica,Johnson,Jessica Johnson,jessica.johnson637@gmail.com,(752) 930-8732,Female,68,1958-02-15,6998 Main Ave,Los Angeles,CA,90001,USA,Silver,50,39870.32,813.68,27/10/2020,2023-06-24,true,false,true,true,false,en,CAD,website,2020-10-27T00:00:00,2021-01-26T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000324,Thomas,Dubois,Thomas Dubois,thomas.dubois347@outlook.com,569.404.7005,"",77,1949-02-17,294 Oak Rd,Toronto,ON,M5V 2H1,Canada,VIP,44,3454.13,132.85,1691013600,2025-11-30,no,false,false,true,true,es,,,2023-08-03T00:00:00,2024-02-22T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000325,Mary,Dubois,Mary Dubois,mary.dubois931@mail.com,9056684541,Female,35,1991-02-07,4390 River Dr,Toronto,ON,M5V 2H1,Canada,platinum,181,4441.83,634.55,1518390000,2021-06-13,no,true,true,false,true,zh,USD,partner,2018-02-12T00:00:00,2018-09-21T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000326,Jessica,Anderson,Jessica Anderson,jessica.anderson686@company.com,+1-247-222-3535,Female,65,1961-02-14,1267 Hill Ave,Paris,,75001,France,Silver,155,25300.77,602.4,2024-06-14T00:00:00,2027-06-15,false,false,,true,true,,JPY,referral,2024-06-14T00:00:00,2025-08-13T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000327,Emma,Mueller,Emma Mueller,emma.mueller713@outlook.com,,FEMALE,73,1953-02-16,7865 Elm Rd,Toronto,ON,M5V 2H1,Canada,Bronze,77,47625.86,3663.53,08-31-2020,2024-09-29,false,false,false,false,false,es,AUD,social_media,2020-08-31T00:00:00,2021-03-04T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000328,Jessica,Brown,Jessica Brown,jessica.brown926@outlook.com,UNLISTED,female,26,2000-02-05,7913 Park Blvd,Paris,,75001,France,Gold,107,48052.39,5339.15,05-29-2019,2022-08-03,true,false,false,true,true,fr,GBP,partner,2019-05-29T00:00:00,2019-08-15T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000329,Emma,Johnson,Emma Johnson,emma.johnson423@yahoo.com,3118272862,,19,2007-02-03,4357 Elm Dr,Chicago,IL,60601,USA,PLATINUM,58,24592.55,1756.61,01-17-2020,2025-06-24,1,false,false,true,true,ja,AUD,,2020-01-17T00:00:00,2020-05-20T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000330,Ahmed,Chen,Ahmed Chen,ahmed.chen428@mail.com,UNLISTED,FEMALE,25,2001-02-04,6662 Oak Ln,London,,SW1A 1AA,United Kingdom,gold,80,35999.16,1799.96,08/07/2022,2025-09-26,no,false,true,false,false,fr,CAD,website,2022-07-08T00:00:00,2023-07-08T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000331,Emma,Martinez,Emma Martinez,emma.martinez657@yahoo.com,572.930.5385,FEMALE,62,1964-02-14,9142 Park Rd,London,,SW1A 1AA,United Kingdom,Platinum,117,42690.9,3283.92,11/06/2024,2029-04-17,false,true,true,true,false,es,GBP,referral,2024-06-11T00:00:00,2024-10-16T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000332,Wei,Miller,Wei Miller,wei.miller186@gmail.com,(459) 122-9826,female,29,1997-02-05,5313 Forest St,Berlin,,10115,Germany,Gold,151,6319.4,351.08,2018-07-03,2023-02-04,1,true,true,false,false,de,GBP,website,2018-07-03T00:00:00,2018-08-12T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000333,Christopher,Anderson,Christopher Anderson,christopher.anderson381@yahoo.com,UNLISTED,MALE,33,1993-02-06,7082 Park Ave,Paris,,75001,France,Bronze,132,5548.26,135.32,06/11/2020,2022-08-11,1,false,true,true,false,en,CAD,social_media,2020-11-06T00:00:00,2021-01-13T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000334,Priya,Williams,Priya Williams,priya.williams673@mail.com,,MALE,45,1981-02-09,393 Main Ln,Toronto,ON,M5V 2H1,Canada,VIP,196,21030.34,553.43,2022-04-28,2024-01-14,false,true,true,false,false,zh,USD,website,2022-04-28T00:00:00,2023-05-08T00:00:00,customers.json,2026-02-10T22:25:28.068809
