customer_id,full_name,first_name,last_name,email,phone,gender,age,date_of_birth,address_street,address_city,address_state,address_postal_code,address_country,segment,total_spend,registration_date,last_purchase_date,is_active,email_verified,phone_verified,preferences_newsletter,preferences_sms_notifications,preferences_preferred_language,preferences_preferred_currency,metadata_source,total_orders,average_order_value,metadata_created_at,metadata_updated_at,source_file,loaded_at
CUS-00000473,John Silva,John,Silva,john.silva312@yahoo.com,6321647956,prefer not to say,20,2006-02-03,5102 Forest Rd,Los Angeles,CA,90001,USA,VIP,,2021-02-27,2024-11-19,true,false,true,true,true,de,GBP,website,55,,2021-02-27,2022-05-18,customers.json,2026-02-10T22:25:28.068809
CUS-00000641,Michael Dubois,Michael,Dubois,michael.dubois902@outlook.com,17426125913,female,27,1999-02-05,764 River Rd,London,,SW1A 1AA,United Kingdom,Silver,6875.26,2018-02-09,2021-05-02,false,true,false,false,true,zh,JPY,mobile_app,51,625.02,2018-02-09,2018-08-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000100,William Dubois,William,Dubois,william.dubois371@gmail.com,18751687034,male,25,2001-02-04,2247 Main Rd,Amsterdam,,1012 AB,Netherlands,VIP,10615.42,2019-10-01,2021-01-11,true,true,,false,true,es,CAD,,44,379.12,2019-01-10,2019-02-24,customers.json,2026-02-10T22:25:28.068809
CUS-00000752,Hans Jones,Hans,Jones,,3038565034,m,24,2002-02-04,8972 Hill St,London,,SW1A 1AA,United Kingdom,vip,33599.19,2021-10-24,2025-11-03,true,false,,true,false,en,CAD,mobile_app,35,3359.92,2021-10-24,2022-09-14,customers.json,2026-02-10T22:25:28.068809
CUS-00000376,Yuki Rodriguez,Yuki,Rodriguez,yuki.rodriguez747@mail.com,3841825296,male,72,1954-02-16,8249 Forest Dr,Los Angeles,CA,90001,USA,Silver,40443.18,2023-02-20,,false,false,false,false,false,ja,GBP,social_media,139,1189.51,2023-02-20,2024-03-14,customers.json,2026-02-10T22:25:28.068809
CUS-00000132,Thomas Brown,Thomas,Brown,thomas.brown291@gmail.com,9755113291,,18,2008-02-03,5272 Hill St,Los Angeles,CA,90001,USA,Gold,28439.08,2020-06-07,2023-11-26,false,true,true,false,false,,JPY,mobile_app,94,693.64,2020-06-07,2021-04-02,customers.json,2026-02-10T22:25:28.068809
CUS-00000845,Jennifer Chen,Jennifer,Chen,jennifer.chen870@outlook.com,,male,74,1952-02-17,7160 Hill Blvd,New York,NY,10001,USA,Platinum,37406.3,2020-04-25,2024-12-26,true,false,,false,false,en,JPY,referral,99,779.3,2020-04-25,2021-03-20,customers.json,2026-02-10T22:25:28.068809
CUS-00000353,Karen Chen,Karen,Chen,karen.chen674@outlook.com,,,19,2007-02-03,6975 Elm Rd,Chicago,IL,60601,USA,PLATINUM,3266.31,2020-11-09,,true,true,true,true,false,ja,GBP,,101,77.77,2020-11-09,2022-01-18,customers.json,2026-02-10T22:25:28.068809
CUS-00000746,Karen Smith,Karen,Smith,karen.smith533@mail.com,,"",67,1959-02-15,5184 Main Dr,Amsterdam,,1012 AB,Netherlands,VIP,36878.58,2020-05-19,2023-01-28,true,false,true,true,false,,AUD,,75,2836.81,2020-05-19,2020-06-06,customers.json,2026-02-10T22:25:28.068809
CUS-00000417,William Jones,William,Jones,,3834234121,,54,1972-02-12,6568 Oak Blvd,Sydney,NSW,2000,Australia,Platinum,40330.78,2022-07-22,,false,true,true,false,true,ja,,social_media,76,916.61,2022-07-22,2023-11-24,customers.json,2026-02-10T22:25:28.068809
CUS-00000624,Christopher Jones,Christopher,Jones,,6044023984,m,27,1999-02-05,1394 Park Rd,London,,SW1A 1AA,United Kingdom,VIP,26052.55,2023-03-01,,false,true,true,true,true,de,GBP,mobile_app,27,3721.79,2023-03-01,2023-09-07,customers.json,2026-02-10T22:25:28.068809
CUS-00000407,Robert Brown,Robert,Brown,robert.brown361@outlook.com,8294445735,female,24,2002-02-04,258 Elm Ln,Paris,,75001,France,Gold,18431.66,2022-08-26,2025-05-26,true,true,,true,false,zh,JPY,,120,1316.55,2022-08-26,2023-10-06,customers.json,2026-02-10T22:25:28.068809
CUS-00000601,Priya O'Brien,Priya,O'Brien,priya.o'brien699@mail.com,UNLISTED,,30,1996-02-06,3620 Park Rd,Tokyo,,100-0001,Japan,VIP,7048.23,2020-05-14,2024-09-09,true,false,false,false,false,zh,EUR,,17,143.84,2020-05-14,2021-03-21,customers.json,2026-02-10T22:25:28.068809
CUS-00000162,Sarah Davis,Sarah,Davis,sarah.davis34@mail.com,3305733588,male,72,1954-02-16,6878 Forest Blvd,Chicago,IL,60601,USA,Bronze,41121.21,2024-01-25,2025-09-27,false,true,,false,false,es,AUD,social_media,166,1869.15,2024-01-25,2024-06-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000295,Marie Kim,Marie,Kim,marie.kim202@gmail.com,5031108369,male,58,1968-02-13,7081 Park Ln,Toronto,ON,M5V 2H1,Canada,Bronze,44405.57,2018-12-27,2020-09-07,false,true,,true,true,de,AUD,partner,79,2114.55,2018-12-27,2019-05-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000203,Susan Chen,Susan,Chen,susan.chen923@outlook.com,6084306370,male,85,1941-02-19,942 River St,Paris,,75001,France,PLATINUM,19351.42,2023-04-11,,true,false,true,true,true,fr,,referral,107,774.06,2023-04-11,2023-08-22,customers.json,2026-02-10T22:25:28.068809
CUS-00000516,Thomas Rodriguez,Thomas,Rodriguez,thomas.rodriguez328@mail.com,,m,18,2008-02-03,7240 Elm Blvd,London,,SW1A 1AA,United Kingdom,Platinum,41547.35,2018-04-08,2020-01-27,false,true,,true,true,en,,,165,1065.32,2018-04-08,2019-01-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000967,Emma Silva,Emma,Silva,emma.silva6@yahoo.com,,female,36,1990-02-07,4248 Forest Dr,Chicago,IL,60601,USA,Bronze,8887.95,2019-12-02,2024-05-30,true,false,,true,true,es,GBP,website,21,634.85,2019-12-02,2019-12-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000273,Joseph Brown,Joseph,Brown,joseph.brown558@yahoo.com,5094047405,m,30,1996-02-06,1676 River Ave,Chicago,IL,60601,USA,Platinum,14878.0,2023-07-18,2026-02-08,false,false,,false,true,de,GBP,social_media,76,450.85,2023-07-18,2023-07-31,customers.json,2026-02-10T22:25:28.068809
CUS-00000667,Susan Dubois,Susan,Dubois,susan.dubois900@outlook.com,8517517444,male,74,1952-02-17,2847 Elm Dr,Paris,,75001,France,VIP,31409.56,2019-02-25,2019-04-10,true,false,true,true,true,ja,EUR,social_media,146,1963.1,2019-02-25,2019-08-26,customers.json,2026-02-10T22:25:28.068809
CUS-00000235,Christopher Smith,Christopher,Smith,christopher.smith618@company.com,5974397887,,46,1980-02-10,1133 Lake Dr,London,,SW1A 1AA,United Kingdom,Platinum,44689.31,2020-08-14,2023-02-09,false,true,,true,false,es,JPY,,142,11172.33,2020-08-14,2021-03-06,customers.json,2026-02-10T22:25:28.068809
CUS-00000632,Fatima Miller,Fatima,Miller,fatima.miller750@outlook.com,4885057963,prefer not to say,67,1959-02-15,6110 Main Dr,Toronto,ON,M5V 2H1,Canada,Platinum,4504.39,2018-06-11,2023-06-12,false,true,false,true,true,fr,USD,social_media,173,563.05,2018-06-11,2019-08-29,customers.json,2026-02-10T22:25:28.068809
CUS-00000485,Emma Rodriguez,Emma,Rodriguez,emma.rodriguez425@mail.com,9422972789,f,45,1981-02-09,6458 Elm Blvd,Paris,,75001,France,Platinum,6679.5,2019-08-12,2024-09-01,true,false,,true,false,en,GBP,,100,954.21,2019-08-12,2020-11-26,customers.json,2026-02-10T22:25:28.068809
CUS-00000199,Michael Patel,Michael,Patel,michael.patel54@outlook.com,UNLISTED,female,76,1950-02-17,9326 Main Blvd,New York,NY,10001,USA,Platinum,43433.68,2019-06-26,2022-04-27,false,false,true,false,false,,GBP,social_media,41,43433.68,2019-06-26,2020-07-03,customers.json,2026-02-10T22:25:28.068809
CUS-00000534,Karen O'Brien,Karen,O'Brien,karen.o'brien768@gmail.com,3473431096,,19,2007-02-03,9633 Forest Blvd,Chicago,IL,60601,USA,Silver,36883.82,2021-05-26,2023-04-02,true,true,,false,false,de,USD,,154,838.27,2021-05-26,2022-09-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000855,John Johnson,John,Johnson,john.johnson812@outlook.com,6164528664,female,84,1942-02-19,3523 Elm Ave,Los Angeles,CA,90001,USA,Platinum,8407.24,2020-10-01,2024-04-24,true,false,false,false,true,de,,referral,120,168.14,2020-10-01,2021-10-29,customers.json,2026-02-10T22:25:28.068809
CUS-00000430,Elizabeth Anderson,Elizabeth,Anderson,elizabeth.anderson854@gmail.com,UNLISTED,female,82,1944-02-19,9686 Lake Ave,Toronto,ON,M5V 2H1,Canada,bronze,37821.58,2022-09-17,2023-11-01,true,false,false,true,true,de,EUR,mobile_app,179,2909.35,2022-09-17,2023-05-25,customers.json,2026-02-10T22:25:28.068809
CUS-00000542,Marie Anderson,Marie,Anderson,marie.anderson244@mail.com,4837018648,other,67,1959-02-15,5371 Lake Ln,Tokyo,,100-0001,Japan,Platinum,41965.29,2018-12-14,2019-11-20,true,false,,false,false,es,CAD,,145,975.94,2018-12-14,2020-02-03,customers.json,2026-02-10T22:25:28.068809
CUS-00000824,Jessica Jones,Jessica,Jones,jessica.jones917@mail.com,7322888285,,39,1987-02-08,5935 River Ln,Berlin,,10115,Germany,GOLD,8941.35,2020-05-06,2023-05-08,true,true,true,true,false,zh,GBP,referral,85,186.28,2020-06-05,2021-07-06,customers.json,2026-02-10T22:25:28.068809
CUS-00000525,Liam Williams,Liam,Williams,liam.williams766@outlook.com,UNLISTED,"",80,1946-02-18,8737 Hill St,Los Angeles,CA,90001,USA,Bronze,,2021-03-17,2023-11-16,false,true,,false,false,de,GBP,,184,,2021-03-17,2021-11-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000128,Elizabeth Rodriguez,Elizabeth,Rodriguez,elizabeth.rodriguez509@company.com,3397015209,other,61,1965-02-13,278 Park Ln,Tokyo,,100-0001,Japan,gold,29397.72,2020-09-12,2021-02-22,false,true,,false,false,fr,EUR,,182,1336.26,2020-12-09,2021-05-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000187,Karen Smith,Karen,Smith,karen.smith506@outlook.com,,other,39,1987-02-08,5688 Oak Rd,Los Angeles,CA,90001,USA,Bronze,42673.94,2023-04-15,,true,true,,true,false,ja,USD,referral,91,1706.96,2023-04-15,2023-10-09,customers.json,2026-02-10T22:25:28.068809
CUS-00000768,Joseph Rodriguez,Joseph,Rodriguez,joseph.rodriguez854@mail.com,UNLISTED,male,49,1977-02-10,587 Park Dr,Los Angeles,CA,90001,USA,Platinum,42990.73,2021-09-23,2022-01-08,false,false,,false,false,,GBP,social_media,16,3070.77,2021-09-23,2022-05-22,customers.json,2026-02-10T22:25:28.068809
CUS-00000584,Jennifer Rodriguez,Jennifer,Rodriguez,jennifer.rodriguez675@yahoo.com,8344049458,male,48,1978-02-10,7591 River Ln,Los Angeles,CA,90001,USA,Bronze,16627.78,2023-02-14,,false,false,true,false,true,de,,referral,115,377.9,2023-02-14,2023-11-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000750,Elizabeth Dubois,Elizabeth,Dubois,elizabeth.dubois899@yahoo.com,2782184697,prefer not to say,65,1961-02-14,3695 Park Rd,Berlin,,10115,Germany,VIP,31746.23,2023-12-15,,false,false,,true,true,ja,GBP,mobile_app,94,1380.27,2023-12-15,2024-10-23,customers.json,2026-02-10T22:25:28.068809
CUS-00000347,Susan Jones,Susan,Jones,susan.jones519@outlook.com,,male,79,1947-02-18,7215 Main Blvd,Sydney,NSW,2000,Australia,Gold,47950.0,2019-01-14,2019-09-25,false,false,true,false,false,ja,EUR,website,2,1997.92,2019-01-14,2020-04-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000119,Carlos Smith,Carlos,Smith,carlos.smith976@company.com,7952711102,,71,1955-02-16,4047 Lake Rd,Los Angeles,CA,90001,USA,Platinum,5883.11,2019-06-06,2021-05-27,true,true,,false,false,fr,CAD,social_media,170,183.85,2019-06-06,2020-03-05,customers.json,2026-02-10T22:25:28.068809
CUS-00000013,Hans Brown,Hans,Brown,hans.brown424@gmail.com,UNLISTED,male,24,2002-02-04,7596 Elm St,Chicago,IL,60601,USA,Platinum,42912.77,2020-04-26,2025-08-21,true,true,false,true,false,es,GBP,referral,16,894.02,2020-04-26,2020-07-25,customers.json,2026-02-10T22:25:28.068809
CUS-00000431,Richard Dubois,Richard,Dubois,richard.dubois907@company.com,7977485343,m,22,2004-02-04,4149 Main Rd,Los Angeles,CA,90001,USA,Gold,11968.74,2021-11-29,,true,true,,false,false,fr,EUR,,62,412.72,2021-11-29,2022-10-14,customers.json,2026-02-10T22:25:28.068809
CUS-00000914,Emma Kim,Emma,Kim,emma.kim701@outlook.com,6907444046,female,35,1991-02-07,20 Elm Ln,Amsterdam,,1012 AB,Netherlands,PLATINUM,39407.81,2023-10-06,2024-07-03,false,false,true,false,false,ja,USD,partner,107,916.46,2023-10-06,2024-04-03,customers.json,2026-02-10T22:25:28.068809
CUS-00000514,Patricia Garcia,Patricia,Garcia,,3823712246,m,62,1964-02-14,8670 Park Ave,Sydney,NSW,2000,Australia,Silver,2194.41,2022-04-24,2022-11-12,false,true,false,false,true,en,,social_media,99,68.58,2022-04-24,2023-08-09,customers.json,2026-02-10T22:25:28.068809
CUS-00000404,Jessica Johnson,Jessica,Johnson,jessica.johnson557@gmail.com,,f,19,2007-02-03,7208 Oak Dr,London,,SW1A 1AA,United Kingdom,Gold,48414.9,2023-12-25,,false,false,false,false,true,zh,CAD,social_media,135,1052.5,2023-12-25,2024-05-24,customers.json,2026-02-10T22:25:28.068809
CUS-00000694,Emma Garcia,Emma,Garcia,emma.garcia835@company.com,UNLISTED,male,-5,1998-09-13,9105 Forest St,Amsterdam,,1012 AB,Netherlands,Gold,43526.2,2022-11-02,2025-08-20,false,true,false,false,false,,GBP,website,8,2901.75,2022-11-02,2023-03-11,customers.json,2026-02-10T22:25:28.068809
CUS-00000549,Thomas Garcia,Thomas,Garcia,thomas.garcia484@gmail.com,5495488357,male,22,2004-02-04,2558 Forest Rd,Sydney,NSW,2000,Australia,Bronze,39122.64,2023-07-14,,false,true,true,true,true,de,USD,social_media,113,2173.48,2023-07-14,2024-02-23,customers.json,2026-02-10T22:25:28.068809
CUS-00000565,Liam Miller,Liam,Miller,liam.miller486@gmail.com,7907022652,"",74,1952-02-17,6875 Forest St,Berlin,,10115,Germany,Platinum,15444.73,2023-09-05,,false,true,,true,true,,,partner,38,617.79,2023-09-05,2024-11-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000680,Fatima Patel,Fatima,Patel,fatima.patel56@mail.com,UNLISTED,male,78,1948-02-18,5609 River Dr,Tokyo,,100-0001,Japan,Bronze,7648.01,2019-01-29,2019-02-02,true,false,false,false,false,es,GBP,website,40,424.89,2019-01-29,2019-02-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000523,Barbara Williams,Barbara,Williams,barbara.williams226@mail.com,14401496564,"",39,1987-02-08,778 Oak Rd,Chicago,IL,60601,USA,Platinum,11968.67,2020-10-25,2025-06-12,true,false,,false,true,zh,USD,social_media,162,443.28,2020-10-25,2021-12-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000607,Joseph Tanaka,Joseph,Tanaka,joseph.tanaka299@company.com,,male,69,1957-02-15,9889 Main Ln,Paris,,75001,France,VIP,10102.63,2021-01-04,2023-10-14,true,false,,true,true,en,EUR,website,85,673.51,2021-01-04,2021-07-26,customers.json,2026-02-10T22:25:28.068809
CUS-00000356,Thomas Davis,Thomas,Davis,thomas.davis723@gmail.com,,male,78,1948-02-18,152 Park Ave,New York,NY,10001,USA,Bronze,11094.62,2024-10-18,,true,false,true,true,false,en,JPY,social_media,1,652.62,2024-10-18,2025-03-02,customers.json,2026-02-10T22:25:28.068809
CUS-00000240,James Brown,James,Brown,james.brown303@mail.com,UNLISTED,female,25,2001-02-04,981 Elm Ave,Sydney,NSW,2000,Australia,Bronze,8048.04,2022-09-09,2024-06-27,true,false,,false,true,de,CAD,social_media,63,1609.61,2022-09-09,2023-07-29,customers.json,2026-02-10T22:25:28.068809
CUS-00000759,Priya Davis,Priya,Davis,priya.davis418@yahoo.com,19127814403,female,64,1962-02-14,3053 Elm Rd,Amsterdam,,1012 AB,Netherlands,Gold,26698.15,2018-09-24,2023-11-08,true,false,false,false,false,en,JPY,social_media,42,556.21,2018-09-24,2019-08-23,customers.json,2026-02-10T22:25:28.068809
CUS-00000907,Richard Wang,Richard,Wang,,8778913357,female,75,1951-02-17,8543 Lake Ave,Berlin,,10115,Germany,platinum,46037.37,2024-06-06,,false,false,,false,false,es,CAD,website,66,4185.22,2024-06-06,2024-08-31,customers.json,2026-02-10T22:25:28.068809
CUS-00000146,Michael Tanaka,Michael,Tanaka,,UNLISTED,male,68,1958-02-15,997 Forest Dr,Tokyo,,100-0001,Japan,Silver,,2018-12-10,2022-07-06,true,false,false,false,true,en,USD,mobile_app,45,,2018-10-12,2019-07-26,customers.json,2026-02-10T22:25:28.068809
CUS-00000595,Linda Miller,Linda,Miller,linda.miller899@outlook.com,,female,78,1948-02-18,6962 Park St,Tokyo,,100-0001,Japan,VIP,31478.84,2018-01-01,2022-10-27,false,true,false,false,false,en,AUD,social_media,151,1015.45,2018-01-01,2018-12-03,customers.json,2026-02-10T22:25:28.068809
CUS-00000345,Karen Martinez,Karen,Martinez,karen.martinez388@mail.com,3091251877,male,43,1983-02-09,7277 Oak St,Sydney,NSW,2000,Australia,Bronze,38272.69,2018-01-17,2021-04-06,true,true,true,false,true,es,USD,referral,19,1319.75,2018-01-17,2018-06-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000731,Linda Garcia,Linda,Garcia,linda.garcia673@yahoo.com,,female,27,1999-02-05,9972 River Ln,Amsterdam,,1012 AB,Netherlands,SILVER,15382.49,2022-06-04,,false,false,true,false,true,,CAD,partner,176,375.18,2022-04-06,2023-03-21,customers.json,2026-02-10T22:25:28.068809
CUS-00000627,Barbara Chen,Barbara,Chen,,UNLISTED,,35,1991-02-07,4593 Forest Blvd,Los Angeles,CA,90001,USA,Bronze,28254.3,2023-09-25,2025-07-15,false,false,,false,true,de,USD,referral,152,784.84,2023-09-25,2024-04-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000949,Wei Chen,Wei,Chen,wei.chen108@gmail.com,3817304699,male,22,2004-02-04,5921 Park Blvd,Sydney,NSW,2000,Australia,Bronze,48083.84,2018-07-08,2023-05-25,false,true,true,false,true,en,CAD,website,12,2090.6,2018-07-08,2019-04-07,customers.json,2026-02-10T22:25:28.068809
CUS-00000518,Jennifer Rodriguez,Jennifer,Rodriguez,jennifer.rodriguez459@gmail.com,3236912023,male,21,2005-02-03,9311 Elm St,Tokyo,,100-0001,Japan,Platinum,3607.77,2023-08-10,,false,true,false,false,true,es,EUR,,116,128.85,2023-08-10,2023-11-23,customers.json,2026-02-10T22:25:28.068809
CUS-00000580,William Davis,William,Davis,william.davis867@company.com,8358716665,male,41,1985-02-08,5933 Forest Ln,Berlin,,10115,Germany,VIP,6739.92,2020-05-17,2023-02-19,false,false,true,true,true,fr,AUD,referral,87,1684.98,2020-05-17,2020-12-24,customers.json,2026-02-10T22:25:28.068809
CUS-00000253,Patricia Johnson,Patricia,Johnson,patricia.johnson407@gmail.com,,female,69,1957-02-15,4132 Hill Ave,London,,SW1A 1AA,United Kingdom,Gold,10390.45,2020-06-22,2021-07-09,true,false,,true,true,en,EUR,website,182,314.86,2020-06-22,2021-10-17,customers.json,2026-02-10T22:25:28.068809
CUS-00000157,Joseph Mueller,Joseph,Mueller,joseph.mueller38@yahoo.com,7447564766,male,55,1971-02-12,8246 River Ln,New York,NY,10001,USA,Bronze,,2020-05-06,2021-06-20,true,true,true,true,false,fr,,social_media,118,,2020-06-05,2021-05-21,customers.json,2026-02-10T22:25:28.068809
CUS-00000402,Barbara Rodriguez,Barbara,Rodriguez,barbara.rodriguez792@gmail.com,7914581057,female,50,1976-02-11,7264 Park Ave,New York,NY,10001,USA,Platinum,49585.19,2020-02-01,2024-10-27,false,false,true,false,true,fr,USD,social_media,3,1239.63,2020-02-01,2020-10-21,customers.json,2026-02-10T22:25:28.068809
CUS-00000786,Patricia Brown,Patricia,Brown,patricia.brown273@outlook.com,,male,65,1961-02-14,8881 Park Blvd,Los Angeles,CA,90001,USA,Platinum,20844.05,2020-08-20,2020-09-26,false,false,,true,true,,USD,referral,7,563.35,2020-08-20,2021-11-20,customers.json,2026-02-10T22:25:28.068809
CUS-00000937,Richard Wang,Richard,Wang,richard.wang158@outlook.com,5242177215,,22,2004-02-04,4162 Forest Ln,Sydney,NSW,2000,Australia,BRONZE,2557.08,2019-05-25,2022-10-06,false,false,true,false,true,es,AUD,mobile_app,81,116.23,2019-05-25,2019-09-19,customers.json,2026-02-10T22:25:28.068809
CUS-00000442,Jessica Brown,Jessica,Brown,jessica.brown338@yahoo.com,3588943507,prefer not to say,53,1973-02-11,810 Main Rd,Chicago,IL,60601,USA,Platinum,47098.59,2023-06-01,,false,false,false,false,false,,GBP,social_media,73,1962.44,2023-06-01,2024-07-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000475,Jessica Mueller,Jessica,Mueller,jessica.mueller132@gmail.com,2423849301,f,76,1950-02-17,4597 Oak Dr,Berlin,,10115,Germany,VIP,25089.5,2019-04-24,2019-10-14,false,false,false,true,true,zh,CAD,website,143,570.22,2019-04-24,2019-10-19,customers.json,2026-02-10T22:25:28.068809
CUS-00000596,Christopher Dubois,Christopher,Dubois,,,male,84,1942-02-19,6322 Park St,New York,NY,10001,USA,Bronze,35547.98,2018-12-01,2020-11-28,false,false,false,false,true,en,JPY,social_media,86,888.7,2018-12-01,2019-05-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000819,Richard Mueller,Richard,Mueller,richard.mueller151@company.com,14671336066,other,74,1952-02-17,8004 River St,London,,SW1A 1AA,United Kingdom,Gold,46699.31,2022-02-17,,true,false,,false,true,ja,,referral,171,1111.89,2022-02-17,2022-02-28,customers.json,2026-02-10T22:25:28.068809
CUS-00000464,Marie Garcia,Marie,Garcia,marie.garcia935@gmail.com,6463592407,male,26,2000-02-05,5235 Oak Blvd,Los Angeles,CA,90001,USA,Silver,18014.84,2020-02-25,2022-01-22,false,false,,true,true,zh,GBP,mobile_app,166,450.37,2020-02-25,2021-03-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000995,Robert Rodriguez,Robert,Rodriguez,carlos.kim60@outlook.com,6593754163,prefer not to say,58,1968-02-13,4788 Hill Blvd,Paris,,75001,France,Gold,33963.27,2019-02-11,2023-05-04,true,false,,true,false,es,EUR,mobile_app,112,870.85,2019-11-02,2020-10-25,customers.json,2026-02-10T22:25:28.068809
CUS-00000193,Hans Patel,Hans,Patel,hans.patel45@company.com,UNLISTED,female,67,1959-02-15,8674 Park Rd,Toronto,ON,M5V 2H1,Canada,Gold,11295.2,2024-10-13,,true,false,true,true,false,es,USD,social_media,73,230.51,2024-10-13,2025-08-24,customers.json,2026-02-10T22:25:28.068809
CUS-00000537,Michael O'Brien,Michael,O'Brien,michael.o'brien426@outlook.com,,male,82,1944-02-19,3248 Oak Dr,Sydney,NSW,2000,Australia,VIP,19422.25,2021-07-01,2024-03-13,false,true,false,true,false,zh,EUR,social_media,109,1294.82,2021-07-01,2022-04-19,customers.json,2026-02-10T22:25:28.068809
CUS-00000435,Jessica Williams,Jessica,Williams,jessica.williams697@mail.com,,female,82,1944-02-19,8275 Main Blvd,Amsterdam,,1012 AB,Netherlands,Gold,36834.15,2023-11-04,,true,false,true,true,false,fr,USD,social_media,149,7366.83,2023-11-04,2023-11-22,customers.json,2026-02-10T22:25:28.068809
CUS-00000510,Hans Garcia,Hans,Garcia,hans.garcia985@company.com,18887964947,"",67,1959-02-15,8519 Forest Dr,Paris,,75001,France,platinum,2457.45,2024-09-21,2025-09-01,true,true,true,false,true,ja,JPY,partner,44,136.52,2024-09-21,2025-09-18,customers.json,2026-02-10T22:25:28.068809
CUS-00000067,Jennifer Tanaka,Jennifer,Tanaka,jennifer.tanaka151@gmail.com,9706451787,male,47,1979-02-10,5932 Lake St,Toronto,ON,M5V 2H1,Canada,Silver,25727.1,2021-12-06,2025-01-20,true,false,,false,false,zh,JPY,referral,9,584.71,2021-12-06,2022-12-19,customers.json,2026-02-10T22:25:28.068809
CUS-00000884,James Martinez,James,Martinez,james.martinez774@mail.com,3028322007,female,28,1998-02-05,3965 Park St,Sydney,NSW,2000,Australia,VIP,7517.47,2024-06-08,,true,true,false,false,true,,,social_media,3,751.75,2024-06-08,2025-08-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000644,Christopher Miller,Christopher,Miller,christopher.miller927@gmail.com,UNLISTED,m,38,1988-02-08,4278 Main St,New York,NY,10001,USA,bronze,44062.7,2018-08-12,2019-10-24,true,false,false,false,false,en,EUR,,107,8812.54,2018-12-08,2019-05-17,customers.json,2026-02-10T22:25:28.068809
CUS-00000279,Richard Silva,Richard,Silva,richard.silva794@outlook.com,9192108551,female,72,1954-02-16,2230 Oak Blvd,London,,SW1A 1AA,United Kingdom,Bronze,3373.8,2021-09-08,2024-04-28,true,true,false,true,true,zh,EUR,,169,224.92,2021-09-08,2022-11-17,customers.json,2026-02-10T22:25:28.068809
CUS-00000001,Fatima Rodriguez,Fatima,Rodriguez,fatima.rodriguez844@gmail.com,,male,73,1953-02-16,2524 Hill Blvd,Berlin,,10115,Germany,Bronze,47427.16,2021-05-10,,false,false,true,false,false,de,AUD,mobile_app,8,2155.78,2021-05-10,2021-12-03,customers.json,2026-02-10T22:25:28.068809
CUS-00000008,Thomas Brown,Thomas,Brown,thomas.brown685@company.com,8359232415,,73,1953-02-16,6594 Park Ave,Chicago,IL,60601,USA,VIP,37877.85,2023-11-09,2026-01-14,false,true,,false,false,de,GBP,,49,946.95,2023-11-09,2024-05-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000189,Ahmed Patel,Ahmed,Patel,ahmed.patel409@mail.com,18755559751,female,42,1984-02-09,4915 Lake St,Tokyo,,100-0001,Japan,Platinum,10226.0,2021-03-03,2021-11-28,true,false,true,false,true,ja,EUR,website,129,309.88,2021-03-03,2022-02-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000977,Hans Jones,Hans,Jones,,6927039090,female,83,1943-02-19,9320 Elm Ave,Paris,,75001,France,Bronze,11727.52,2022-02-19,,true,true,true,true,false,es,JPY,website,118,1465.94,2022-02-19,2022-04-03,customers.json,2026-02-10T22:25:28.068809
CUS-00000112,David Brown,David,Brown,david.brown105@company.com,14603554609,male,42,1984-02-09,8841 Park Ave,Tokyo,,100-0001,Japan,Platinum,13070.62,2019-12-23,2025-05-07,false,true,false,false,false,en,GBP,social_media,75,687.93,2019-12-23,2020-01-02,customers.json,2026-02-10T22:25:28.068809
CUS-00000492,Christopher Miller,Christopher,Miller,christopher.miller442@gmail.com,UNLISTED,f,35,1991-02-07,2606 Forest Ave,Amsterdam,,1012 AB,Netherlands,Platinum,41908.24,2020-04-02,2021-04-02,false,true,false,false,false,es,USD,mobile_app,88,838.16,2020-04-02,2021-06-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000609,Linda Rodriguez,Linda,Rodriguez,linda.rodriguez881@gmail.com,5611615746,female,34,1992-02-07,1717 Elm Blvd,New York,NY,10001,USA,Platinum,40496.47,2019-02-08,2022-09-05,false,true,false,true,true,en,AUD,referral,165,5785.21,2019-08-02,2019-08-18,customers.json,2026-02-10T22:25:28.068809
