customer_id,full_name,segment,total_spend,total_orders,return_count,total_revenue,gross_revenue,return_amount,avg_order_value,first_purchase,last_purchase,days_since_last_purchase,customer_tenure_months,purchase_frequency,customer_lifetime_value,customer_segment_score,recency_score,frequency_score,monetary_score
CUS-00000053,James Davis,Silver,42086.86,5,1,3062.3900000000012,8687.810000000001,-5625.42,612.4780000000003,2022-01-25,2024-08-09,551,40,0.125,918.7170000000004,2.90,1,3,5
CUS-00000846,Joseph O'Brien,vip,13627.11,6,1,6886.56,11092.210000000001,-4205.65,1147.76,2022-04-03,2024-07-18,573,37,0.16216215,2233.478918918919,3.25,1,4,5
CUS-00000674,Robert Dubois,Bronze,1574.37,7,1,20101.72,20122.37,-20.65,2871.674285714286,2022-06-19,2024-04-14,668,50,0.14,4824.4128,3.25,1,4,5
CUS-00000302,John Dubois,Platinum,41959.57,4,1,7745.119999999999,10060.31,-2315.19,1936.2799999999997,2022-04-25,2024-10-01,498,76,0.05263158,1222.913684210526,2.90,1,3,5
CUS-00000795,Marie Martinez,Platinum,19046.59,8,0,25229.56,25229.56,0.0,3153.695,2022-05-31,2024-10-25,474,37,0.21621622,8182.5599999999995,3.25,1,4,5
CUS-00000016,Hans Williams,Bronze,20486.45,3,1,214.8800000000001,2639.96,-2425.08,71.62666666666671,2023-03-16,2024-06-27,594,85,0.03529412,30.336000000000016,2.30,1,3,3
CUS-00000855,John Johnson,Platinum,8407.24,2,0,3513.3500000000004,3513.3500000000004,0.0,1756.6750000000002,2022-01-11,2023-11-08,826,64,0.03125,658.7531250000001,2.55,1,2,5
CUS-00000336,Wei Patel,Platinum,26045.42,3,0,4509.43,4509.43,0.0,1503.1433333333334,2023-11-11,2024-10-31,468,91,0.032967035,594.6501098901099,2.90,1,3,5
CUS-00000703,John Silva,PLATINUM,28220.52,5,0,16909.08,16909.08,0.0,3381.8160000000003,2022-01-17,2024-07-22,569,64,0.078125,3170.4525000000003,2.90,1,3,5
CUS-00000151,Richard Johnson,VIP,31163.74,6,0,11850.140000000001,11850.140000000001,0.0,1975.0233333333335,2022-08-29,2024-10-27,472,83,0.072289154,1713.2732530120484,3.25,1,4,5
CUS-00000613,Michael Brown,BRONZE,20314.99,7,0,24946.25,24946.25,0.0,3563.75,2022-12-02,2024-12-21,417,62,0.11290322,4828.306451612903,3.25,1,4,5
CUS-00000804,Wei Davis,Silver,23467.99,3,0,9509.43,9509.43,0.0,3169.81,2022-08-21,2024-12-10,428,19,0.15789473,6005.9557894736845,2.90,1,3,5
CUS-00000525,Liam Williams,Bronze,0.0,5,0,13832.359999999999,13832.359999999999,0.0,2766.4719999999998,2022-12-04,2024-11-27,441,59,0.084745765,2813.361355932203,2.90,1,3,5
CUS-00000127,Michael Brown,VIP,41369.14,7,0,20870.62,20870.62,0.0,2981.5171428571425,2022-11-25,2024-11-23,445,33,0.21212122,7589.316363636362,3.25,1,4,5
CUS-00000308,Marie Dubois,Platinum,24415.57,3,0,6963.85,6963.85,0.0,2321.2833333333333,2022-06-24,2022-10-14,1216,52,0.057692308,1607.0423076923075,2.90,1,3,5
CUS-00000987,Karen Mueller,VIP,3991.17,2,0,4679.15,4679.15,0.0,2339.575,2023-01-07,2024-08-04,556,33,0.060606062,1701.509090909091,2.55,1,2,5
CUS-00000370,Karen Jones,Bronze,19920.82,6,0,7852.89,7852.89,0.0,1308.815,2023-05-12,2024-08-15,545,40,0.15,2355.867,3.25,1,4,5
CUS-00000570,Linda O'Brien,Bronze,17578.51,5,0,16052.97,16052.97,0.0,3210.594,2022-07-29,2024-05-09,643,45,0.11111111,4280.7919999999995,2.90,1,3,5
CUS-00000121,Sarah Wang,VIP,19071.99,6,0,18131.59,18131.59,0.0,3021.931666666667,2022-02-19,2024-01-27,746,19,0.31578946,11451.53052631579,3.25,1,4,5
CUS-00000059,Yuki Williams,Platinum,47166.34,5,0,13016.96,13016.96,0.0,2603.392,2022-10-26,2024-09-21,508,77,0.064935066,2028.6171428571429,2.90,1,3,5
CUS-00000609,Linda Rodriguez,Platinum,40496.47,5,0,8945.439999999999,8945.439999999999,0.0,1789.0879999999997,2022-03-31,2024-07-04,587,84,0.05952381,1277.9199999999996,2.90,1,3,5
CUS-00000477,Yuki Wang,Bronze,7034.92,3,0,5601.72,5601.72,0.0,1867.24,2022-05-07,2024-04-20,662,83,0.036144577,809.8872289156627,2.90,1,3,5
CUS-00000091,Emma Chen,Bronze,19044.3,6,1,1601.2200000000007,6176.46,-4575.24,266.8700000000001,2022-02-23,2024-01-06,767,56,0.10714286,343.1185714285716,3.25,1,4,5
CUS-00000163,Karen O'Brien,VIP,29771.34,4,0,13018.78,13018.78,0.0,3254.695,2022-05-24,2023-10-20,845,84,0.04761905,1859.8257142857142,2.90,1,3,5
CUS-00000775,Hans Johnson,SILVER,9079.14,8,0,24124.510000000002,24124.510000000002,0.0,3015.5637500000003,2022-05-25,2024-08-25,535,69,0.11594203,4195.5669565217395,3.25,1,4,5
CUS-00000386,Wei Chen,Platinum,38741.78,7,0,17934.8,17934.8,0.0,2562.1142857142854,2022-01-19,2024-11-19,449,62,0.11290322,3471.2516129032256,3.25,1,4,5
CUS-00000934,Priya Martinez,VIP,4605.49,4,0,12812.520000000002,12812.520000000002,0.0,3203.1300000000006,2023-01-01,2024-04-06,676,80,0.05,1921.8780000000002,2.90,1,3,5
CUS-00000645,Priya Williams,Gold,48106.38,4,0,13016.71,13016.71,0.0,3254.1775,2023-09-05,2024-07-06,585,20,0.2,7810.025999999999,2.90,1,3,5
CUS-00000743,Karen Brown,VIP,12497.16,3,0,6221.9400000000005,6221.9400000000005,0.0,2073.98,2023-02-07,2023-06-04,983,55,0.054545455,1357.514181818182,2.90,1,3,5
CUS-00000799,Wei Silva,Bronze,2810.73,5,1,7667.73,9232.15,-1564.42,1533.5459999999998,2022-03-27,2024-05-15,637,17,0.29411766,5412.515294117647,2.90,1,3,5
CUS-00000580,William Davis,VIP,6739.92,5,0,7505.03,7505.03,0.0,1501.0059999999999,2022-01-31,2024-06-28,593,69,0.072463766,1305.222608695652,2.90,1,3,5
CUS-00000373,Karen Mueller,gold,39677.59,6,1,10007.890000000001,16853.37,-6845.48,1667.9816666666668,2022-01-03,2023-07-08,949,38,0.15789473,3160.386315789474,3.25,1,4,5
CUS-00000865,Elizabeth Chen,Platinum,36743.1,4,0,3287.4999999999995,3287.4999999999995,0.0,821.8749999999999,2022-01-26,2024-09-19,510,65,0.06153846,606.9230769230769,2.90,1,3,5
CUS-00000286,William Garcia,Platinum,43733.49,3,0,11270.48,11270.48,0.0,3756.8266666666664,2022-06-14,2024-10-03,496,31,0.09677419,4362.766451612903,2.90,1,3,5
CUS-00000945,Linda Jones,Gold,13214.87,3,0,2912.86,2912.86,0.0,970.9533333333334,2022-05-04,2024-05-12,640,85,0.03529412,411.2272941176471,2.90,1,3,5
CUS-00000842,Yuki Dubois,Bronze,40774.16,5,0,12197.26,12197.26,0.0,2439.452,2022-11-15,2024-03-03,710,57,0.0877193,2567.8442105263157,2.90,1,3,5
CUS-00000279,Richard Silva,Bronze,3373.8,2,0,4044.2800000000007,4044.2800000000007,0.0,2022.1400000000003,2022-10-10,2024-02-11,731,53,0.03773585,915.6860377358491,2.55,1,2,5
CUS-00000662,Liam Chen,Gold,11421.85,2,1,-43.73000000000002,3028.35,-3072.08,-21.86500000000001,2022-11-16,2024-09-18,511,84,0.023809524,-6.24714285714286,1.65,1,2,2
CUS-00000928,Karen Chen,VIP,6697.43,4,0,7697.360000000001,7697.360000000001,0.0,1924.3400000000001,2022-06-07,2024-07-28,563,62,0.06451613,1489.811612903226,2.90,1,3,5
CUS-00000206,Hans Anderson,silver,4863.63,2,1,1042.29,1894.6200000000001,-852.33,521.145,2023-06-17,2023-08-06,920,55,0.036363635,227.40872727272725,2.55,1,2,5
CUS-00000375,Hans Williams,Gold,465.29,3,0,10515.65,10515.65,0.0,3505.2166666666667,2022-06-20,2024-09-11,518,71,0.04225352,1777.2929577464788,2.90,1,3,5
CUS-00000031,Sarah Smith,gold,27553.17,2,1,-6630.17,805.12,-7435.29,-3315.085,2022-02-03,2024-09-13,516,39,0.051282052,-2040.0523076923077,1.65,1,2,2
CUS-00000137,Karen Martinez,Gold,748.74,3,0,7277.75,7277.75,0.0,2425.9166666666665,2023-03-28,2024-02-09,733,31,0.09677419,2817.193548387097,2.90,1,3,5
CUS-00000265,Mary Anderson,Bronze,22140.98,2,0,3825.8500000000004,3825.8500000000004,0.0,1912.9250000000002,2023-09-04,2024-06-15,606,20,0.1,2295.51,2.55,1,2,5
CUS-00000249,David Smith,VIP,14150.32,1,0,1476.73,1476.73,0.0,1476.73,2022-02-11,2022-02-11,1461,20,0.05,886.038,2.55,1,2,5
CUS-00000096,Michael Brown,Gold,19568.73,2,0,2768.1400000000003,2768.1400000000003,0.0,1384.0700000000002,2022-02-23,2023-12-13,791,51,0.039215688,651.3270588235295,2.55,1,2,5
CUS-00000565,Liam Miller,Platinum,15444.73,7,1,11699.55,11754.369999999999,-54.82,1671.3642857142856,2022-11-24,2024-12-23,415,29,0.2413793,4841.193103448276,3.25,1,4,5
CUS-00000876,Robert Dubois,Gold,31134.74,4,0,15298.22,15298.22,0.0,3824.555,2022-07-13,2023-12-30,774,89,0.04494382,2062.6813483146066,2.90,1,3,5
CUS-00000685,Sarah Dubois,Gold,42259.64,6,0,12819.09,12819.09,0.0,2136.515,2022-03-07,2024-06-05,616,45,0.13333334,3418.424,3.25,1,4,5
CUS-00000909,Linda O'Brien,Gold,39684.8,5,1,-344.2199999999998,2315.26,-2659.48,-68.84399999999997,2022-01-07,2024-12-24,414,26,0.1923077,-158.87076923076916,2.00,1,3,2
CUS-00000191,Jessica Johnson,Platinum,12447.45,6,0,9780.05,9780.05,0.0,1630.0083333333332,2022-01-12,2024-02-18,724,45,0.13333334,2608.013333333333,3.25,1,4,5
CUS-00000493,Linda Smith,Gold,10682.23,6,0,10118.970000000001,10118.970000000001,0.0,1686.4950000000001,2022-02-15,2024-05-20,632,94,0.06382979,1291.7834042553193,3.25,1,4,5
CUS-00000807,Michael Miller,PLATINUM,2520.6,3,0,15748.22,15748.22,0.0,5249.406666666667,2023-09-04,2024-10-16,483,48,0.0625,3937.0550000000003,2.90,1,3,5
CUS-00000900,Michael Tanaka,Gold,30480.37,4,0,10431.259999999998,10431.259999999998,0.0,2607.8149999999996,2023-11-30,2024-12-26,412,27,0.14814815,4636.115555555555,2.90,1,3,5
CUS-00000066,Liam Dubois,Bronze,799.95,4,1,8894.28,12289.34,-3395.06,2223.57,2022-11-27,2024-12-15,423,89,0.04494382,1199.2287640449438,2.90,1,3,5
CUS-00000153,Hans Silva,Platinum,45151.77,8,0,13323.71,13323.71,0.0,1665.46375,2022-01-27,2023-10-05,860,37,0.21621622,4321.2032432432425,3.25,1,4,5
CUS-00000531,Susan Tanaka,Platinum,20689.12,5,0,13901.88,13901.88,0.0,2780.3759999999997,2022-05-26,2023-10-25,840,42,0.11904762,3971.965714285714,2.90,1,3,5
CUS-00000711,Richard Smith,GOLD,27851.89,6,0,9146.05,9146.05,0.0,1524.3416666666665,2022-05-31,2024-11-02,466,49,0.12244898,2239.8489795918367,3.25,1,4,5
CUS-00000899,Carlos Wang,GOLD,19023.24,6,0,17422.399999999998,17422.399999999998,0.0,2903.733333333333,2022-12-25,2024-11-30,438,39,0.15384616,5360.738461538461,3.25,1,4,5
CUS-00000812,Liam Rodriguez,Gold,29566.52,4,0,13719.12,13719.12,0.0,3429.78,2022-08-04,2024-10-25,474,36,0.11111111,4573.040000000001,2.90,1,3,5
CUS-00000864,David Kim,VIP,29754.98,5,0,13618.18,13618.18,0.0,2723.636,2022-07-23,2024-02-21,721,81,0.061728396,2017.508148148148,2.90,1,3,5
CUS-00000789,Thomas O'Brien,silver,48359.77,4,0,4279.15,4279.15,0.0,1069.7875,2022-08-02,2024-02-10,732,86,0.046511628,597.0906976744186,2.90,1,3,5
CUS-00000149,Jennifer O'Brien,Gold,37707.31,4,0,13202.08,13202.08,0.0,3300.52,2022-09-12,2023-07-30,927,90,0.044444446,1760.2773333333334,2.90,1,3,5
CUS-00000010,William Chen,Gold,6230.16,5,0,9836.11,9836.11,0.0,1967.2220000000002,2022-03-15,2024-05-14,638,85,0.05882353,1388.6272941176471,2.90,1,3,5
CUS-00000910,Jennifer Smith,Bronze,42286.89,8,0,23120.62,23120.62,0.0,2890.0775,2022-09-23,2024-12-23,415,66,0.121212125,4203.749090909091,3.25,1,4,5
CUS-00000740,Robert O'Brien,VIP,13778.18,6,0,9301.99,9301.99,0.0,1550.3316666666667,2022-02-10,2024-07-18,573,29,0.20689656,3849.0993103448272,3.25,1,4,5
CUS-00000619,Karen Wang,VIP,1734.95,3,0,13100.4,13100.4,0.0,4366.8,2023-05-09,2024-10-06,493,61,0.04918033,2577.127868852459,2.90,1,3,5
CUS-00000054,Susan Silva,vip,22675.51,7,1,9224.260000000002,17759.36,-8535.099999999999,1317.751428571429,2022-03-17,2024-10-18,481,71,0.09859155,1559.02985915493,3.25,1,4,5
CUS-00000768,Joseph Rodriguez,Platinum,42990.73,5,0,18894.75,18894.75,0.0,3778.95,2022-10-02,2023-07-03,954,53,0.094339624,4278.056603773584,2.90,1,3,5
CUS-00000784,Joseph Miller,Silver,17092.85,9,0,28024.54,28024.54,0.0,3113.837777777778,2022-03-23,2024-04-15,667,63,0.14285715,5338.007619047619,3.25,1,4,5
CUS-00000097,Liam Silva,Bronze,25596.96,5,1,-366.39000000000004,2207.16,-2573.5499999999997,-73.278,2022-09-20,2024-08-18,542,85,0.05882353,-51.72564705882354,2.00,1,3,2
CUS-00000196,William Patel,Bronze,9321.15,7,0,27670.68,27670.68,0.0,3952.9542857142856,2022-01-17,2024-09-13,516,65,0.10769231,5108.433230769231,3.25,1,4,5
CUS-00000372,Elizabeth Tanaka,Silver,23704.09,2,0,7239.29,7239.29,0.0,3619.645,2023-02-23,2024-09-09,520,91,0.021978023,954.6316483516482,2.55,1,2,5
CUS-00000334,Priya Williams,VIP,21030.34,7,0,13392.300000000001,13392.300000000001,0.0,1913.1857142857145,2022-06-17,2024-10-23,476,46,0.1521739,3493.6434782608694,3.25,1,4,5
CUS-00000041,Priya Patel,VIP,11839.1,4,0,11450.98,11450.98,0.0,2862.745,2022-01-04,2022-10-12,1218,71,0.056338027,1935.3769014084505,2.90,1,3,5
CUS-00000317,Emma Williams,silver,20569.74,6,0,11995.42,11995.42,0.0,1999.2366666666667,2022-03-17,2024-09-30,499,94,0.06382979,1531.3302127659574,3.25,1,4,5
CUS-00000040,Robert Patel,Gold,8634.27,6,0,8156.6900000000005,8156.6900000000005,0.0,1359.4483333333335,2022-07-11,2024-02-20,722,74,0.08108108,1322.7064864864865,3.25,1,4,5
CUS-00000263,Joseph Miller,VIP,6928.48,2,0,1275.34,1275.34,0.0,637.67,2023-08-21,2024-06-01,620,65,0.03076923,235.4473846153846,2.55,1,2,5
CUS-00000413,Mary Wang,VIP,10240.17,1,0,8286.67,8286.67,0.0,8286.67,2022-07-11,2022-07-11,1311,56,0.017857144,1775.715,2.55,1,2,5
CUS-00000293,Hans Tanaka,VIP,47545.77,2,0,5943.15,5943.15,0.0,2971.575,2022-09-21,2023-10-12,853,55,0.036363635,1296.6872727272726,2.55,1,2,5
CUS-00000145,Joseph Chen,VIP,7652.77,8,1,9086.219999999998,12013.329999999998,-2927.11,1135.7774999999997,2023-05-06,2024-10-24,475,79,0.101265825,1380.1853164556958,3.25,1,4,5
CUS-00001000,Susan Kim,Silver,49604.13,4,1,14709.65,14985.119999999999,-275.46999999999997,3677.4125,2022-07-25,2024-11-15,453,92,0.04347826,1918.6499999999999,2.90,1,3,5
CUS-00000877,Thomas Wang,Silver,43097.32,5,1,8902.359999999999,9015.769999999999,-113.41000000000001,1780.4719999999998,2022-01-15,2024-10-18,481,97,0.05154639,1101.3228865979381,2.90,1,3,5
CUS-00000852,Emma Patel,bronze,40173.87,6,0,18960.69,18960.69,0.0,3160.115,2022-01-14,2024-08-15,545,56,0.10714286,4063.004999999999,3.25,1,4,5
CUS-00000668,Thomas Wang,Gold,18976.31,3,0,7260.65,7260.65,0.0,2420.2166666666667,2023-05-29,2024-12-10,428,67,0.04477612,1300.4149253731343,2.90,1,3,5
CUS-00000496,Emma Wang,Bronze,40948.7,6,0,7214.119999999999,7214.119999999999,0.0,1202.3533333333332,2022-01-05,2024-10-21,478,20,0.3,4328.472,3.25,1,4,5
CUS-00000781,Mary Mueller,Bronze,37935.34,3,0,7094.050000000001,7094.050000000001,0.0,2364.683333333334,2022-08-05,2024-06-11,610,90,0.033333335,945.8733333333334,2.90,1,3,5
CUS-00000388,Susan Garcia,VIP,8179.92,4,0,9164.53,9164.53,0.0,2291.1325,2022-03-29,2024-11-30,438,60,0.06666667,1832.9060000000004,2.90,1,3,5
CUS-00000557,Wei Brown,Gold,11081.4,5,1,6718.530000000001,6978.51,-259.98,1343.7060000000001,2022-05-13,2024-04-07,675,59,0.084745765,1366.480677966102,2.90,1,3,5
CUS-00000947,Carlos Mueller,Silver,11803.83,9,0,22632.92,22632.92,0.0,2514.768888888889,2022-06-13,2024-12-20,418,75,0.12,3621.2672000000002,3.25,1,4,5
CUS-00000198,Ahmed Chen,Silver,38684.17,3,0,7856.15,7856.15,0.0,2618.7166666666667,2022-10-18,2024-03-29,684,59,0.050847456,1597.8610169491526,2.90,1,3,5
CUS-00000587,Priya Mueller,BRONZE,33957.19,4,1,4751.04,5792.0,-1040.96,1187.76,2022-07-01,2024-05-12,640,78,0.051282052,730.9292307692308,2.90,1,3,5
CUS-00000894,Joseph O'Brien,Gold,47387.76,3,0,5699.25,5699.25,0.0,1899.75,2022-10-06,2024-05-14,638,24,0.125,2849.625,2.90,1,3,5
CUS-00000883,Robert O'Brien,Platinum,35360.3,6,1,16235.95,16277.77,-41.82,2705.991666666667,2022-07-02,2024-07-24,567,96,0.0625,2029.49375,3.25,1,4,5
CUS-00000047,Christopher Williams,Silver,0.0,5,1,14030.5,18720.09,-4689.59,2806.1,2022-05-08,2024-09-22,507,31,0.16129032,5431.161290322581,2.90,1,3,5
CUS-00000430,Elizabeth Anderson,bronze,37821.58,3,0,7802.280000000001,7802.280000000001,0.0,2600.76,2022-09-12,2023-05-02,1016,41,0.07317073,2283.594146341464,2.90,1,3,5
CUS-00000052,Joseph Brown,Gold,27898.54,4,1,4622.780000000001,8453.710000000001,-3830.9300000000003,1155.6950000000002,2022-11-02,2024-12-27,411,81,0.049382716,684.8562962962964,2.90,1,3,5
CUS-00000116,Priya Kim,Gold,10887.06,4,0,9396.61,9396.61,0.0,2349.1525,2023-08-15,2024-10-27,472,91,0.043956045,1239.1134065934068,2.90,1,3,5
CUS-00000450,David Jones,silver,3886.69,6,0,14390.65,14390.65,0.0,2398.4416666666666,2022-02-27,2024-10-27,472,81,0.074074075,2131.948148148148,3.25,1,4,5
CUS-00000725,Marie Smith,platinum,1508.08,2,0,6073.78,6073.78,0.0,3036.89,2023-12-21,2024-09-01,528,61,0.032786883,1194.8419672131147,2.55,1,2,5
CUS-00000861,Jennifer Miller,Platinum,8826.76,3,1,1356.13,2332.8900000000003,-976.76,452.04333333333335,2022-01-01,2023-06-01,986,36,0.083333336,452.0433333333334,2.90,1,3,5
CUS-00000911,Patricia Chen,Bronze,30528.9,3,0,4296.77,4296.77,0.0,1432.256666666667,2023-01-18,2024-12-07,431,49,0.06122449,1052.2702040816328,2.90,1,3,5
CUS-00000929,Barbara Rodriguez,VIP,46604.38,3,0,14018.279999999999,14018.279999999999,0.0,4672.759999999999,2022-03-21,2024-12-06,432,92,0.032608695,1828.471304347826,2.90,1,3,5
CUS-00000603,Patricia Kim,Silver,29220.97,2,0,7572.99,7572.99,0.0,3786.495,2022-03-27,2024-09-15,514,74,0.027027028,1228.0524324324324,2.55,1,2,5
CUS-00000591,David Silva,Platinum,38151.55,2,1,3064.54,3647.54,-583.0,1532.27,2023-10-02,2024-12-02,436,69,0.028985508,532.9634782608696,2.55,1,2,5
CUS-00000577,Richard Jones,Gold,19873.2,4,0,15087.36,15087.36,0.0,3771.84,2022-04-14,2024-04-03,679,49,0.08163265,3694.8636734693882,2.90,1,3,5
CUS-00000915,Patricia Martinez,GOLD,38944.91,5,0,21535.11,21535.11,0.0,4307.022,2022-01-01,2024-06-28,593,21,0.23809524,12305.777142857143,2.90,1,3,5
CUS-00000460,Jennifer Jones,Platinum,28149.07,1,0,3232.11,3232.11,0.0,3232.11,2022-07-08,2022-07-08,1314,33,0.030303031,1175.3127272727274,2.55,1,2,5
CUS-00000515,Joseph Patel,gold,34304.18,1,0,9474.789999999999,9474.789999999999,0.0,9474.789999999999,2023-12-14,2023-12-14,790,20,0.05,5684.874,2.55,1,2,5
CUS-00000301,Yuki Patel,VIP,41598.57,9,0,14245.35,14245.35,0.0,1582.8166666666666,2022-05-11,2024-10-29,470,40,0.225,4273.6050000000005,3.25,1,4,5
CUS-00000213,Fatima Martinez,Gold,22677.65,5,1,771.8299999999999,1716.8999999999999,-945.07,154.36599999999999,2022-08-19,2024-12-30,408,81,0.061728396,114.34518518518516,2.60,1,3,4
CUS-00000154,Christopher Johnson,silver,2793.19,10,0,22727.81,22727.81,0.0,2272.781,2022-02-03,2024-08-14,546,48,0.20833333,5681.9525,3.25,1,4,5
CUS-00000526,Hans Tanaka,platinum,15628.55,3,0,11517.869999999999,11517.869999999999,0.0,3839.2899999999995,2023-11-14,2024-06-17,604,38,0.078947365,3637.2221052631576,2.90,1,3,5
CUS-00000234,Joseph Martinez,silver,41204.17,3,0,7258.71,7258.71,0.0,2419.57,2022-10-20,2024-04-24,658,82,0.036585364,1062.250243902439,2.90,1,3,5
CUS-00000980,Hans Chen,VIP,34882.32,7,1,13127.48,14129.849999999999,-1002.37,1875.3542857142857,2022-11-23,2024-03-22,691,88,0.07954545,1790.110909090909,3.25,1,4,5
CUS-00000425,Jessica Dubois,Silver,10665.71,3,1,5047.029999999999,7401.619999999999,-2354.59,1682.343333333333,2022-04-07,2023-12-23,781,25,0.12,2422.5743999999995,2.90,1,3,5
CUS-00000230,Emma Chen,Bronze,24353.61,10,1,23584.480000000003,24250.480000000003,-666.0,2358.4480000000003,2023-02-22,2024-11-16,452,87,0.11494253,3253.031724137931,3.25,1,4,5
CUS-00000195,Christopher Johnson,Bronze,28654.84,5,0,19724.21,19724.21,0.0,3944.8419999999996,2022-05-11,2024-05-26,626,19,0.2631579,12457.395789473685,2.90,1,3,5
CUS-00000629,Joseph Smith,Gold,6392.59,8,0,34160.119999999995,34160.119999999995,0.0,4270.014999999999,2022-08-29,2024-10-10,489,73,0.10958904,5615.362191780821,3.25,1,4,5
CUS-00000255,Ahmed Miller,Silver,3270.22,3,0,7221.26,7221.26,0.0,2407.0866666666666,2024-07-29,2024-10-11,488,27,0.11111111,3209.448888888889,2.90,1,3,5
CUS-00000014,Susan Smith,Silver,49325.33,3,0,2588.0199999999995,2588.0199999999995,0.0,862.6733333333332,2022-08-05,2024-03-15,698,95,0.031578947,326.90778947368415,2.90,1,3,5
CUS-00000292,Linda Anderson,Bronze,25042.12,8,0,26677.089999999997,26677.089999999997,0.0,3334.6362499999996,2022-12-17,2024-12-24,414,18,0.44444445,17784.726666666662,3.25,1,4,5
CUS-00000291,John Martinez,Gold,17187.52,9,0,15087.05,15087.05,0.0,1676.3388888888887,2022-02-12,2024-12-04,434,95,0.094736844,1905.7326315789473,3.25,1,4,5
CUS-00000487,Joseph Silva,VIP,33340.82,3,0,5620.67,5620.67,0.0,1873.5566666666666,2022-08-18,2024-12-24,414,64,0.046875,1053.8756250000001,2.90,1,3,5
CUS-00000175,David Johnson,Silver,23794.98,8,0,20775.58,20775.58,0.0,2596.9475,2022-06-27,2024-01-22,751,73,0.10958904,3415.1638356164385,3.25,1,4,5
CUS-00000827,Christopher Garcia,Silver,14640.99,8,0,24861.019999999997,24861.019999999997,0.0,3107.6274999999996,2022-01-01,2024-09-21,508,23,0.3478261,12970.966956521737,3.25,1,4,5
CUS-00000679,Wei Garcia,Bronze,2455.54,3,0,12640.26,12640.26,0.0,4213.42,2023-01-19,2024-11-24,444,92,0.032608695,1648.7295652173916,2.90,1,3,5
CUS-00000567,Marie Martinez,Silver,8108.36,5,1,-570.3899999999999,4301.400000000001,-4871.79,-114.07799999999997,2023-02-24,2024-11-19,449,32,0.15625,-213.89624999999995,2.00,1,3,2
CUS-00000271,Sarah O'Brien,silver,34952.53,5,0,1411.51,1411.51,0.0,282.302,2022-03-11,2024-09-14,515,50,0.1,338.7624,2.90,1,3,5
CUS-00000949,Wei Chen,Bronze,48083.84,6,1,17578.8,18774.34,-1195.54,2929.7999999999997,2022-12-15,2024-08-22,538,91,0.06593407,2318.0835164835166,3.25,1,4,5
CUS-00000821,James Rodriguez,BRONZE,35661.58,7,0,22740.62,22740.62,0.0,3248.66,2022-01-01,2024-04-08,674,51,0.13725491,5350.734117647058,3.25,1,4,5
CUS-00000072,Emma Davis,bronze,9967.86,5,0,7298.68,7298.68,0.0,1459.736,2023-01-28,2024-05-07,645,55,0.09090909,1592.4392727272725,2.90,1,3,5
CUS-00000250,Michael Garcia,Platinum,40199.4,5,1,2177.870000000001,7189.280000000001,-5011.41,435.5740000000002,2022-03-25,2024-12-22,416,57,0.0877193,458.4989473684212,2.90,1,3,5
CUS-00000236,Karen Anderson,Gold,13731.64,7,0,26194.120000000003,26194.120000000003,0.0,3742.0171428571434,2022-05-18,2024-11-24,444,69,0.10144927,4555.499130434782,3.25,1,4,5
CUS-00000682,Priya Garcia,Platinum,5027.71,6,1,16138.36,21903.23,-5764.87,2689.726666666667,2022-03-10,2024-12-05,433,52,0.115384616,3724.2369230769227,3.25,1,4,5
CUS-00000552,Linda Martinez,Silver,36962.33,4,0,9920.02,9920.02,0.0,2480.005,2022-03-25,2024-11-03,465,70,0.057142857,1700.5748571428574,2.90,1,3,5
CUS-00000048,Linda Anderson,Silver,13302.31,5,0,7064.040000000001,7064.040000000001,0.0,1412.8080000000002,2022-04-10,2024-10-05,494,24,0.20833333,3532.0200000000004,2.90,1,3,5
CUS-00000397,Elizabeth Mueller,bronze,22275.55,8,1,22333.83,22585.79,-251.96,2791.72875,2022-03-19,2024-05-26,626,77,0.103896104,3480.596883116884,3.25,1,4,5
CUS-00000147,Linda Silva,Platinum,40754.09,3,0,9754.51,9754.51,0.0,3251.5033333333336,2022-09-13,2023-05-08,1010,40,0.075,2926.353,2.90,1,3,5
CUS-00000064,John Tanaka,bronze,32820.4,4,0,3357.29,3357.29,0.0,839.3225,2023-03-31,2024-08-28,532,97,0.041237112,415.3348453608247,2.90,1,3,5
CUS-00000315,Mary Chen,vip,43175.65,7,2,7233.119999999999,8400.97,-1167.85,1033.302857142857,2022-11-12,2024-11-18,450,81,0.086419754,1071.5733333333333,3.25,1,4,5
CUS-00000046,Priya O'Brien,Platinum,10792.67,4,0,5390.25,5390.25,0.0,1347.5625,2022-08-04,2024-12-14,424,81,0.049382716,798.5555555555554,2.90,1,3,5
CUS-00000086,Jennifer Miller,Bronze,10611.23,2,0,9522.930000000002,9522.930000000002,0.0,4761.465000000001,2023-07-28,2024-12-13,425,39,0.051282052,2930.132307692308,2.55,1,2,5
CUS-00000759,Priya Davis,Gold,26698.15,6,1,19335.410000000003,21122.65,-1787.24,3222.568333333334,2022-04-21,2023-09-27,868,89,0.06741573,2607.0215730337086,3.25,1,4,5
CUS-00000205,James O'Brien,vip,15922.77,6,0,14659.829999999998,14659.829999999998,0.0,2443.305,2022-10-08,2024-07-26,565,50,0.12,3518.3592,3.25,1,4,5
